"cve_ent_mun","fecha","confirmados","decesos","pruebas","indice_vulnerabilidad"
"01001","30/06/2020",1817,122,5980,"vulnerabilidad baja"
"01002","30/06/2020",28,2,97,"sin vulnerabilidad"
"01003","30/06/2020",36,1,178,"sin vulnerabilidad"
"01004","30/06/2020",42,0,91,"sin vulnerabilidad"
"01005","30/06/2020",73,2,386,"sin vulnerabilidad"
"01006","30/06/2020",92,5,244,"sin vulnerabilidad"
"01007","30/06/2020",129,3,432,"sin vulnerabilidad"
"01008","30/06/2020",23,0,89,"No Disponible"
"01009","30/06/2020",64,1,131,"sin vulnerabilidad"
"01010","30/06/2020",6,0,28,"sin vulnerabilidad"
"01011","30/06/2020",29,4,131,"vulnerabilidad baja"
"02001","30/06/2020",853,96,2036,"sin vulnerabilidad"
"02002","30/06/2020",4955,863,8533,"vulnerabilidad baja"
"02003","30/06/2020",229,45,417,"vulnerabilidad baja"
"02004","30/06/2020",2796,858,4727,"vulnerabilidad media"
"02005","30/06/2020",85,18,173,"vulnerabilidad media"
"03001","30/06/2020",150,10,348,"vulnerabilidad baja"
"03002","30/06/2020",235,5,541,"vulnerabilidad baja"
"03003","30/06/2020",545,31,2301,"sin vulnerabilidad"
"03008","30/06/2020",489,23,1460,"vulnerabilidad media"
"03009","30/06/2020",109,2,326,"vulnerabilidad baja"
"04001","30/06/2020",52,9,108,"vulnerabilidad media"
"04002","30/06/2020",685,53,1632,"vulnerabilidad baja"
"04003","30/06/2020",823,102,1708,"vulnerabilidad media"
"04004","30/06/2020",62,8,128,"vulnerabilidad baja"
"04005","30/06/2020",43,4,91,"vulnerabilidad media"
"04006","30/06/2020",20,2,47,"vulnerabilidad media"
"04007","30/06/2020",7,2,68,"vulnerabilidad media"
"04008","30/06/2020",22,2,48,"vulnerabilidad media"
"04009","30/06/2020",150,2,441,"vulnerabilidad baja"
"04010","30/06/2020",14,3,60,"vulnerabilidad media"
"04011","30/06/2020",38,4,99,"vulnerabilidad media"
"05001","30/06/2020",0,0,2,"No Disponible"
"05002","30/06/2020",355,18,1096,"sin vulnerabilidad"
"05003","30/06/2020",6,0,102,"sin vulnerabilidad"
"05004","30/06/2020",11,0,51,"sin vulnerabilidad"
"05005","30/06/2020",0,0,6,"sin vulnerabilidad"
"05006","30/06/2020",25,2,89,"sin vulnerabilidad"
"05007","30/06/2020",16,0,234,"vulnerabilidad baja"
"05008","30/06/2020",2,0,8,"vulnerabilidad baja"
"05009","30/06/2020",189,11,419,"sin vulnerabilidad"
"05010","30/06/2020",92,4,369,"sin vulnerabilidad"
"05011","30/06/2020",1,0,25,"sin vulnerabilidad"
"05012","30/06/2020",1,0,4,"vulnerabilidad baja"
"05013","30/06/2020",0,0,5,"vulnerabilidad media"
"05014","30/06/2020",3,2,8,"vulnerabilidad baja"
"05015","30/06/2020",2,1,4,"sin vulnerabilidad"
"05016","30/06/2020",0,0,45,"sin vulnerabilidad"
"05017","30/06/2020",163,15,641,"vulnerabilidad baja"
"05018","30/06/2020",362,46,1635,"sin vulnerabilidad"
"05019","30/06/2020",3,1,28,"sin vulnerabilidad"
"05020","30/06/2020",68,4,335,"sin vulnerabilidad"
"05021","30/06/2020",3,0,19,"sin vulnerabilidad"
"05022","30/06/2020",12,0,124,"sin vulnerabilidad"
"05023","30/06/2020",30,0,119,"sin vulnerabilidad"
"05024","30/06/2020",27,1,258,"sin vulnerabilidad"
"05025","30/06/2020",185,5,2432,"vulnerabilidad media"
"05026","30/06/2020",1,0,13,"sin vulnerabilidad"
"05027","30/06/2020",23,0,151,"sin vulnerabilidad"
"05028","30/06/2020",186,0,571,"sin vulnerabilidad"
"05029","30/06/2020",27,2,156,"sin vulnerabilidad"
"05030","30/06/2020",576,23,4458,"sin vulnerabilidad"
"05031","30/06/2020",8,4,59,"sin vulnerabilidad"
"05032","30/06/2020",141,1,511,"sin vulnerabilidad"
"05033","30/06/2020",340,17,761,"sin vulnerabilidad"
"05034","30/06/2020",0,0,2,"vulnerabilidad baja"
"05035","30/06/2020",1689,72,7241,"vulnerabilidad media"
"05036","30/06/2020",6,0,32,"vulnerabilidad baja"
"05037","30/06/2020",10,1,49,"sin vulnerabilidad"
"05038","30/06/2020",10,1,25,"sin vulnerabilidad"
"06001","30/06/2020",10,3,40,"vulnerabilidad baja"
"06002","30/06/2020",43,3,300,"sin vulnerabilidad"
"06003","30/06/2020",3,0,31,"vulnerabilidad baja"
"06004","30/06/2020",7,1,20,"vulnerabilidad baja"
"06005","30/06/2020",9,1,24,"sin vulnerabilidad"
"06006","30/06/2020",4,1,16,"vulnerabilidad baja"
"06007","30/06/2020",359,46,610,"vulnerabilidad baja"
"06008","30/06/2020",1,0,3,"vulnerabilidad baja"
"06009","30/06/2020",71,8,222,"vulnerabilidad baja"
"06010","30/06/2020",44,1,221,"vulnerabilidad baja"
"07001","30/06/2020",2,0,6,"vulnerabilidad media"
"07002","30/06/2020",18,7,26,"vulnerabilidad baja"
"07003","30/06/2020",8,1,14,"vulnerabilidad alta"
"07004","30/06/2020",12,1,20,"vulnerabilidad media"
"07005","30/06/2020",1,0,3,"vulnerabilidad media"
"07006","30/06/2020",4,0,8,"vulnerabilidad baja"
"07007","30/06/2020",0,0,0,"vulnerabilidad media"
"07008","30/06/2020",1,0,4,"vulnerabilidad baja"
"07009","30/06/2020",48,8,70,"vulnerabilidad media"
"07010","30/06/2020",1,0,1,"vulnerabilidad media"
"07011","30/06/2020",2,0,2,"vulnerabilidad media"
"07012","30/06/2020",45,3,61,"vulnerabilidad alta"
"07013","30/06/2020",27,4,41,"vulnerabilidad baja"
"07014","30/06/2020",2,0,4,"vulnerabilidad baja"
"07015","30/06/2020",20,3,42,"vulnerabilidad media"
"07016","30/06/2020",6,0,12,"vulnerabilidad baja"
"07017","30/06/2020",11,4,40,"vulnerabilidad baja"
"07018","30/06/2020",2,0,5,"vulnerabilidad baja"
"07019","30/06/2020",109,16,193,"vulnerabilidad media"
"07020","30/06/2020",5,2,8,"vulnerabilidad media"
"07021","30/06/2020",2,1,6,"vulnerabilidad baja"
"07022","30/06/2020",0,0,0,"vulnerabilidad media"
"07023","30/06/2020",1,1,2,"vulnerabilidad alta"
"07024","30/06/2020",0,0,1,"vulnerabilidad media"
"07025","30/06/2020",1,1,1,"vulnerabilidad baja"
"07026","30/06/2020",2,0,4,"vulnerabilidad alta"
"07027","30/06/2020",128,27,198,"vulnerabilidad media"
"07028","30/06/2020",4,1,9,"vulnerabilidad baja"
"07029","30/06/2020",2,0,2,"vulnerabilidad baja"
"07030","30/06/2020",4,1,8,"vulnerabilidad media"
"07031","30/06/2020",2,0,8,"vulnerabilidad media"
"07032","30/06/2020",6,0,10,"vulnerabilidad media"
"07033","30/06/2020",0,0,1,"vulnerabilidad baja"
"07034","30/06/2020",28,2,46,"vulnerabilidad alta"
"07035","30/06/2020",4,0,10,"vulnerabilidad alta"
"07036","30/06/2020",1,1,1,"vulnerabilidad media"
"07037","30/06/2020",29,5,39,"vulnerabilidad alta"
"07038","30/06/2020",2,1,3,"vulnerabilidad media"
"07039","30/06/2020",0,0,2,"vulnerabilidad media"
"07040","30/06/2020",85,12,133,"vulnerabilidad alta"
"07041","30/06/2020",6,1,9,"vulnerabilidad media"
"07042","30/06/2020",4,0,6,"vulnerabilidad baja"
"07043","30/06/2020",7,1,9,"vulnerabilidad alta"
"07044","30/06/2020",3,1,7,"vulnerabilidad baja"
"07045","30/06/2020",6,4,7,"vulnerabilidad media"
"07046","30/06/2020",5,2,15,"vulnerabilidad media"
"07047","30/06/2020",4,1,8,"vulnerabilidad media"
"07048","30/06/2020",19,6,31,"vulnerabilidad media"
"07049","30/06/2020",0,0,1,"vulnerabilidad media"
"07050","30/06/2020",1,0,4,"vulnerabilidad alta"
"07051","30/06/2020",23,5,33,"vulnerabilidad alta"
"07052","30/06/2020",13,1,35,"vulnerabilidad media"
"07053","30/06/2020",3,0,5,"vulnerabilidad baja"
"07054","30/06/2020",8,1,29,"vulnerabilidad media"
"07055","30/06/2020",4,1,6,"vulnerabilidad media"
"07056","30/06/2020",0,0,1,"vulnerabilidad alta"
"07057","30/06/2020",42,9,61,"vulnerabilidad media"
"07058","30/06/2020",4,1,4,"vulnerabilidad baja"
"07059","30/06/2020",60,14,103,"vulnerabilidad media"
"07060","30/06/2020",1,0,5,"vulnerabilidad baja"
"07061","30/06/2020",69,10,117,"vulnerabilidad alta"
"07062","30/06/2020",8,0,11,"vulnerabilidad media"
"07063","30/06/2020",1,0,1,"vulnerabilidad baja"
"07064","30/06/2020",1,0,3,"vulnerabilidad media"
"07065","30/06/2020",89,8,164,"vulnerabilidad baja"
"07066","30/06/2020",0,0,0,"vulnerabilidad media"
"07067","30/06/2020",0,0,1,"vulnerabilidad baja"
"07068","30/06/2020",62,0,102,"vulnerabilidad media"
"07069","30/06/2020",22,1,34,"vulnerabilidad alta"
"07070","30/06/2020",1,0,1,"vulnerabilidad media"
"07071","30/06/2020",5,0,8,"vulnerabilidad alta"
"07072","30/06/2020",2,0,3,"vulnerabilidad baja"
"07073","30/06/2020",1,0,5,"vulnerabilidad media"
"07074","30/06/2020",69,6,114,"vulnerabilidad baja"
"07075","30/06/2020",3,0,4,"vulnerabilidad media"
"07076","30/06/2020",7,1,9,"vulnerabilidad media"
"07077","30/06/2020",9,0,17,"vulnerabilidad media"
"07078","30/06/2020",266,24,438,"vulnerabilidad alta"
"07079","30/06/2020",17,2,30,"vulnerabilidad media"
"07080","30/06/2020",0,0,3,"vulnerabilidad baja"
"07081","30/06/2020",15,2,23,"vulnerabilidad media"
"07082","30/06/2020",0,0,0,"vulnerabilidad media"
"07083","30/06/2020",8,0,9,"vulnerabilidad baja"
"07084","30/06/2020",2,0,6,"vulnerabilidad baja"
"07085","30/06/2020",5,1,8,"vulnerabilidad baja"
"07086","30/06/2020",16,4,29,"vulnerabilidad baja"
"07087","30/06/2020",14,5,20,"vulnerabilidad alta"
"07088","30/06/2020",0,0,0,"vulnerabilidad media"
"07089","30/06/2020",731,104,1111,"vulnerabilidad muy alta"
"07090","30/06/2020",0,0,0,"vulnerabilidad baja"
"07091","30/06/2020",3,0,7,"vulnerabilidad media"
"07092","30/06/2020",12,4,21,"vulnerabilidad baja"
"07093","30/06/2020",0,0,2,"vulnerabilidad media"
"07094","30/06/2020",6,0,11,"vulnerabilidad baja"
"07096","30/06/2020",13,3,22,"vulnerabilidad media"
"07097","30/06/2020",90,12,141,"vulnerabilidad media"
"07098","30/06/2020",1,0,3,"vulnerabilidad baja"
"07099","30/06/2020",7,1,16,"vulnerabilidad media"
"07100","30/06/2020",10,1,11,"vulnerabilidad media"
"07101","30/06/2020",1875,208,3050,"vulnerabilidad alta"
"07102","30/06/2020",27,3,46,"vulnerabilidad alta"
"07103","30/06/2020",8,4,13,"vulnerabilidad alta"
"07104","30/06/2020",6,1,10,"vulnerabilidad media"
"07105","30/06/2020",5,0,9,"vulnerabilidad media"
"07106","30/06/2020",63,8,103,"vulnerabilidad baja"
"07107","30/06/2020",15,1,22,"vulnerabilidad media"
"07108","30/06/2020",35,1,68,"vulnerabilidad media"
"07109","30/06/2020",22,1,38,"vulnerabilidad media"
"07110","30/06/2020",1,0,1,"vulnerabilidad media"
"07111","30/06/2020",2,0,6,"vulnerabilidad media"
"07112","30/06/2020",0,0,0,"vulnerabilidad media"
"07113","30/06/2020",0,0,1,"vulnerabilidad media"
"07114","30/06/2020",14,2,31,"vulnerabilidad alta"
"07115","30/06/2020",0,0,2,"vulnerabilidad media"
"07116","30/06/2020",2,0,6,"vulnerabilidad media"
"07117","30/06/2020",0,0,0,"vulnerabilidad baja"
"07118","30/06/2020",0,0,0,"vulnerabilidad media"
"07119","30/06/2020",0,0,0,"vulnerabilidad media"
"08001","30/06/2020",4,0,11,"sin vulnerabilidad"
"08002","30/06/2020",2,0,16,"sin vulnerabilidad"
"08003","30/06/2020",3,0,9,"sin vulnerabilidad"
"08004","30/06/2020",0,0,1,"sin vulnerabilidad"
"08005","30/06/2020",3,2,12,"vulnerabilidad media"
"08006","30/06/2020",5,1,8,"sin vulnerabilidad"
"08007","30/06/2020",0,0,4,"vulnerabilidad alta"
"08008","30/06/2020",0,0,2,"vulnerabilidad media"
"08009","30/06/2020",6,1,30,"vulnerabilidad media"
"08010","30/06/2020",2,1,4,"No Disponible"
"08011","30/06/2020",4,2,26,"sin vulnerabilidad"
"08012","30/06/2020",0,0,7,"No Disponible"
"08013","30/06/2020",2,0,16,"sin vulnerabilidad"
"08014","30/06/2020",1,1,1,"sin vulnerabilidad"
"08015","30/06/2020",0,0,1,"vulnerabilidad baja"
"08016","30/06/2020",0,0,0,"sin vulnerabilidad"
"08017","30/06/2020",44,4,196,"sin vulnerabilidad"
"08018","30/06/2020",0,0,2,"sin vulnerabilidad"
"08019","30/06/2020",692,87,2064,"sin vulnerabilidad"
"08020","30/06/2020",0,0,0,"vulnerabilidad media"
"08021","30/06/2020",102,6,459,"sin vulnerabilidad"
"08022","30/06/2020",0,0,0,"sin vulnerabilidad"
"08023","30/06/2020",1,0,2,"vulnerabilidad media"
"08024","30/06/2020",0,0,1,"No Disponible"
"08025","30/06/2020",1,1,1,"sin vulnerabilidad"
"08026","30/06/2020",0,0,1,"sin vulnerabilidad"
"08027","30/06/2020",16,0,71,"vulnerabilidad media"
"08028","30/06/2020",2,2,3,"sin vulnerabilidad"
"08029","30/06/2020",5,0,13,"vulnerabilidad media"
"08030","30/06/2020",0,0,8,"vulnerabilidad media"
"08031","30/06/2020",1,0,9,"vulnerabilidad media"
"08032","30/06/2020",81,4,268,"sin vulnerabilidad"
"08033","30/06/2020",0,0,0,"sin vulnerabilidad"
"08034","30/06/2020",2,1,3,"sin vulnerabilidad"
"08035","30/06/2020",1,0,5,"sin vulnerabilidad"
"08036","30/06/2020",11,1,38,"sin vulnerabilidad"
"08037","30/06/2020",1949,509,4127,"vulnerabilidad baja"
"08038","30/06/2020",1,0,9,"sin vulnerabilidad"
"08039","30/06/2020",1,0,1,"vulnerabilidad baja"
"08040","30/06/2020",3,1,9,"vulnerabilidad baja"
"08041","30/06/2020",0,0,1,"vulnerabilidad media"
"08042","30/06/2020",0,0,5,"sin vulnerabilidad"
"08043","30/06/2020",0,0,0,"sin vulnerabilidad"
"08044","30/06/2020",0,0,0,"sin vulnerabilidad"
"08045","30/06/2020",32,8,77,"sin vulnerabilidad"
"08046","30/06/2020",1,0,2,"vulnerabilidad alta"
"08047","30/06/2020",1,1,2,"vulnerabilidad media"
"08048","30/06/2020",18,2,29,"sin vulnerabilidad"
"08049","30/06/2020",0,0,0,"vulnerabilidad baja"
"08050","30/06/2020",31,1,82,"sin vulnerabilidad"
"08051","30/06/2020",0,0,1,"vulnerabilidad alta"
"08052","30/06/2020",14,1,70,"vulnerabilidad media"
"08053","30/06/2020",1,0,4,"sin vulnerabilidad"
"08054","30/06/2020",0,0,2,"vulnerabilidad baja"
"08055","30/06/2020",3,0,23,"sin vulnerabilidad"
"08056","30/06/2020",0,0,0,"sin vulnerabilidad"
"08057","30/06/2020",0,0,0,"sin vulnerabilidad"
"08058","30/06/2020",0,0,0,"sin vulnerabilidad"
"08059","30/06/2020",2,1,6,"vulnerabilidad baja"
"08060","30/06/2020",2,0,15,"sin vulnerabilidad"
"08061","30/06/2020",0,0,0,"sin vulnerabilidad"
"08062","30/06/2020",8,1,38,"sin vulnerabilidad"
"08063","30/06/2020",1,0,1,"No Disponible"
"08064","30/06/2020",0,0,1,"sin vulnerabilidad"
"08065","30/06/2020",2,1,10,"No Disponible"
"08066","30/06/2020",0,0,2,"vulnerabilidad media"
"08067","30/06/2020",1,1,2,"sin vulnerabilidad"
"09002","30/06/2020",2759,355,6083,"vulnerabilidad baja"
"09003","30/06/2020",3041,287,7458,"vulnerabilidad media"
"09004","30/06/2020",1038,82,2770,"vulnerabilidad alta"
"09005","30/06/2020",6120,992,14303,"vulnerabilidad media"
"09006","30/06/2020",2534,317,5820,"vulnerabilidad media"
"09007","30/06/2020",8236,1128,19634,"vulnerabilidad media"
"09008","30/06/2020",1275,100,3896,"vulnerabilidad alta"
"09009","30/06/2020",1513,48,3369,"vulnerabilidad muy alta"
"09010","30/06/2020",3350,432,8259,"vulnerabilidad media"
"09011","30/06/2020",2381,147,5860,"vulnerabilidad media"
"09012","30/06/2020",3704,274,9287,"vulnerabilidad alta"
"09013","30/06/2020",3164,208,8212,"vulnerabilidad alta"
"09014","30/06/2020",1681,185,5220,"vulnerabilidad media"
"09015","30/06/2020",2855,370,6789,"vulnerabilidad media"
"09016","30/06/2020",1926,175,4894,"vulnerabilidad media"
"09017","30/06/2020",2434,317,6346,"vulnerabilidad media"
"10001","30/06/2020",4,3,17,"sin vulnerabilidad"
"10002","30/06/2020",0,0,0,"vulnerabilidad media"
"10003","30/06/2020",0,0,2,"vulnerabilidad baja"
"10004","30/06/2020",4,0,20,"sin vulnerabilidad"
"10005","30/06/2020",771,48,3724,"sin vulnerabilidad"
"10006","30/06/2020",3,0,13,"sin vulnerabilidad"
"10007","30/06/2020",754,60,2545,"vulnerabilidad baja"
"10008","30/06/2020",21,4,65,"vulnerabilidad baja"
"10009","30/06/2020",0,0,4,"vulnerabilidad alta"
"10010","30/06/2020",1,0,5,"sin vulnerabilidad"
"10011","30/06/2020",1,0,3,"sin vulnerabilidad"
"10012","30/06/2020",160,6,750,"sin vulnerabilidad"
"10013","30/06/2020",20,0,113,"sin vulnerabilidad"
"10014","30/06/2020",11,0,31,"vulnerabilidad alta"
"10015","30/06/2020",3,0,10,"sin vulnerabilidad"
"10016","30/06/2020",3,0,10,"vulnerabilidad baja"
"10017","30/06/2020",3,0,9,"vulnerabilidad baja"
"10018","30/06/2020",1,0,9,"sin vulnerabilidad"
"10019","30/06/2020",1,0,1,"vulnerabilidad alta"
"10020","30/06/2020",10,1,29,"sin vulnerabilidad"
"10021","30/06/2020",1,0,2,"sin vulnerabilidad"
"10022","30/06/2020",13,3,24,"sin vulnerabilidad"
"10023","30/06/2020",14,2,62,"vulnerabilidad media"
"10024","30/06/2020",0,0,12,"sin vulnerabilidad"
"10025","30/06/2020",2,0,4,"sin vulnerabilidad"
"10026","30/06/2020",2,0,4,"vulnerabilidad media"
"10027","30/06/2020",0,0,3,"vulnerabilidad media"
"10028","30/06/2020",3,0,23,"sin vulnerabilidad"
"10029","30/06/2020",0,0,1,"sin vulnerabilidad"
"10030","30/06/2020",0,0,1,"sin vulnerabilidad"
"10031","30/06/2020",0,0,2,"sin vulnerabilidad"
"10032","30/06/2020",11,2,36,"vulnerabilidad baja"
"10033","30/06/2020",0,0,3,"vulnerabilidad baja"
"10034","30/06/2020",14,1,33,"vulnerabilidad media"
"10035","30/06/2020",0,0,4,"vulnerabilidad media"
"10036","30/06/2020",64,13,151,"vulnerabilidad baja"
"10037","30/06/2020",1,0,1,"vulnerabilidad alta"
"10038","30/06/2020",2,1,22,"vulnerabilidad baja"
"10039","30/06/2020",1,0,10,"vulnerabilidad baja"
"11001","30/06/2020",36,1,136,"vulnerabilidad baja"
"11002","30/06/2020",103,8,499,"sin vulnerabilidad"
"11003","30/06/2020",75,2,224,"vulnerabilidad baja"
"11004","30/06/2020",35,0,113,"sin vulnerabilidad"
"11005","30/06/2020",54,3,195,"sin vulnerabilidad"
"11006","30/06/2020",2,0,4,"vulnerabilidad media"
"11007","30/06/2020",662,53,1710,"vulnerabilidad media"
"11008","30/06/2020",10,0,42,"sin vulnerabilidad"
"11009","30/06/2020",34,2,124,"vulnerabilidad media"
"11010","30/06/2020",25,0,171,"sin vulnerabilidad"
"11011","30/06/2020",148,13,364,"sin vulnerabilidad"
"11012","30/06/2020",32,0,171,"sin vulnerabilidad"
"11013","30/06/2020",16,1,33,"sin vulnerabilidad"
"11014","30/06/2020",82,3,300,"vulnerabilidad baja"
"11015","30/06/2020",112,9,548,"sin vulnerabilidad"
"11016","30/06/2020",7,0,73,"sin vulnerabilidad"
"11017","30/06/2020",669,26,2254,"vulnerabilidad baja"
"11018","30/06/2020",20,2,118,"sin vulnerabilidad"
"11019","30/06/2020",35,1,345,"sin vulnerabilidad"
"11020","30/06/2020",3560,155,13799,"vulnerabilidad baja"
"11021","30/06/2020",30,3,119,"vulnerabilidad media"
"11022","30/06/2020",11,1,80,"sin vulnerabilidad"
"11023","30/06/2020",92,1,454,"sin vulnerabilidad"
"11024","30/06/2020",14,0,89,"sin vulnerabilidad"
"11025","30/06/2020",14,3,88,"vulnerabilidad baja"
"11026","30/06/2020",127,3,268,"vulnerabilidad baja"
"11027","30/06/2020",274,15,925,"vulnerabilidad baja"
"11028","30/06/2020",98,4,626,"vulnerabilidad baja"
"11029","30/06/2020",32,0,230,"vulnerabilidad media"
"11030","30/06/2020",33,1,278,"vulnerabilidad media"
"11031","30/06/2020",82,2,283,"vulnerabilidad baja"
"11032","30/06/2020",48,1,122,"sin vulnerabilidad"
"11033","30/06/2020",96,7,289,"vulnerabilidad media"
"11034","30/06/2020",6,0,10,"vulnerabilidad media"
"11035","30/06/2020",127,14,279,"vulnerabilidad media"
"11036","30/06/2020",29,0,138,"sin vulnerabilidad"
"11037","30/06/2020",275,18,628,"vulnerabilidad media"
"11038","30/06/2020",11,0,127,"sin vulnerabilidad"
"11039","30/06/2020",24,2,126,"sin vulnerabilidad"
"11040","30/06/2020",12,0,69,"vulnerabilidad media"
"11041","30/06/2020",32,1,134,"vulnerabilidad media"
"11042","30/06/2020",63,1,296,"sin vulnerabilidad"
"11043","30/06/2020",4,0,22,"vulnerabilidad media"
"11044","30/06/2020",55,2,155,"vulnerabilidad media"
"11045","30/06/2020",5,0,15,"vulnerabilidad media"
"11046","30/06/2020",25,1,227,"sin vulnerabilidad"
"12001","30/06/2020",3090,488,5328,"vulnerabilidad alta"
"12002","30/06/2020",5,1,14,"vulnerabilidad media"
"12003","30/06/2020",35,4,75,"vulnerabilidad alta"
"12004","30/06/2020",5,1,9,"vulnerabilidad media"
"12005","30/06/2020",1,0,2,"vulnerabilidad baja"
"12006","30/06/2020",3,0,7,"vulnerabilidad media"
"12007","30/06/2020",61,3,145,"vulnerabilidad media"
"12008","30/06/2020",2,1,4,"vulnerabilidad media"
"12009","30/06/2020",1,1,2,"vulnerabilidad media"
"12010","30/06/2020",1,0,3,"vulnerabilidad media"
"12011","30/06/2020",49,8,97,"vulnerabilidad baja"
"12012","30/06/2020",43,8,107,"vulnerabilidad media"
"12013","30/06/2020",0,0,1,"vulnerabilidad alta"
"12014","30/06/2020",10,0,19,"vulnerabilidad media"
"12015","30/06/2020",11,3,25,"vulnerabilidad baja"
"12016","30/06/2020",1,1,4,"vulnerabilidad media"
"12017","30/06/2020",5,3,15,"vulnerabilidad alta"
"12018","30/06/2020",2,1,5,"vulnerabilidad media"
"12019","30/06/2020",7,1,8,"vulnerabilidad media"
"12020","30/06/2020",1,0,2,"vulnerabilidad media"
"12021","30/06/2020",37,10,57,"vulnerabilidad media"
"12022","30/06/2020",53,6,88,"vulnerabilidad alta"
"12023","30/06/2020",1,1,5,"vulnerabilidad media"
"12024","30/06/2020",0,0,0,"vulnerabilidad media"
"12025","30/06/2020",5,1,5,"vulnerabilidad media"
"12026","30/06/2020",1,0,2,"vulnerabilidad alta"
"12027","30/06/2020",24,4,31,"vulnerabilidad alta"
"12028","30/06/2020",63,12,103,"vulnerabilidad media"
"12029","30/06/2020",599,85,1248,"vulnerabilidad media"
"12030","30/06/2020",11,0,20,"vulnerabilidad media"
"12031","30/06/2020",1,0,1,"vulnerabilidad alta"
"12032","30/06/2020",1,1,10,"vulnerabilidad media"
"12033","30/06/2020",7,4,12,"vulnerabilidad baja"
"12034","30/06/2020",17,6,42,"vulnerabilidad media"
"12035","30/06/2020",214,81,450,"vulnerabilidad media"
"12036","30/06/2020",3,1,9,"vulnerabilidad media"
"12037","30/06/2020",1,0,3,"vulnerabilidad media"
"12038","30/06/2020",122,19,280,"vulnerabilidad baja"
"12039","30/06/2020",61,2,98,"vulnerabilidad media"
"12040","30/06/2020",4,0,10,"vulnerabilidad baja"
"12041","30/06/2020",1,0,5,"vulnerabilidad media"
"12042","30/06/2020",8,3,15,"vulnerabilidad media"
"12043","30/06/2020",3,0,4,"vulnerabilidad media"
"12044","30/06/2020",4,0,9,"vulnerabilidad baja"
"12045","30/06/2020",3,1,5,"vulnerabilidad media"
"12046","30/06/2020",71,7,126,"vulnerabilidad media"
"12047","30/06/2020",2,2,2,"vulnerabilidad media"
"12048","30/06/2020",17,2,37,"vulnerabilidad baja"
"12049","30/06/2020",3,1,5,"vulnerabilidad baja"
"12050","30/06/2020",162,14,280,"vulnerabilidad muy alta"
"12051","30/06/2020",4,1,6,"vulnerabilidad media"
"12052","30/06/2020",1,0,4,"vulnerabilidad media"
"12053","30/06/2020",22,1,45,"vulnerabilidad media"
"12054","30/06/2020",0,0,2,"vulnerabilidad alta"
"12055","30/06/2020",92,30,192,"vulnerabilidad media"
"12056","30/06/2020",8,2,29,"vulnerabilidad media"
"12057","30/06/2020",17,2,29,"vulnerabilidad baja"
"12058","30/06/2020",12,0,27,"vulnerabilidad media"
"12059","30/06/2020",20,6,36,"vulnerabilidad media"
"12060","30/06/2020",2,1,5,"vulnerabilidad media"
"12061","30/06/2020",73,6,144,"vulnerabilidad media"
"12062","30/06/2020",2,1,7,"vulnerabilidad alta"
"12063","30/06/2020",1,0,4,"vulnerabilidad media"
"12064","30/06/2020",7,2,28,"vulnerabilidad media"
"12065","30/06/2020",1,1,2,"vulnerabilidad media"
"12066","30/06/2020",124,26,190,"vulnerabilidad media"
"12067","30/06/2020",42,2,87,"vulnerabilidad alta"
"12068","30/06/2020",37,2,67,"vulnerabilidad alta"
"12069","30/06/2020",1,1,3,"vulnerabilidad media"
"12070","30/06/2020",13,5,19,"vulnerabilidad media"
"12071","30/06/2020",2,0,6,"vulnerabilidad media"
"12072","30/06/2020",1,0,4,"vulnerabilidad media"
"12073","30/06/2020",27,0,50,"vulnerabilidad alta"
"12074","30/06/2020",7,0,18,"vulnerabilidad media"
"12075","30/06/2020",54,14,99,"vulnerabilidad media"
"12076","30/06/2020",2,0,4,"vulnerabilidad media"
"12077","30/06/2020",5,1,18,"vulnerabilidad media"
"12078","30/06/2020",1,0,2,"vulnerabilidad media"
"12079","30/06/2020",3,0,7,"vulnerabilidad media"
"12080","30/06/2020",0,0,1,"vulnerabilidad alta"
"12081","30/06/2020",0,0,1,"vulnerabilidad media"
"13001","30/06/2020",20,4,27,"vulnerabilidad media"
"13002","30/06/2020",18,6,41,"vulnerabilidad alta"
"13003","30/06/2020",64,13,122,"vulnerabilidad baja"
"13004","30/06/2020",2,0,3,"vulnerabilidad alta"
"13005","30/06/2020",13,2,27,"sin vulnerabilidad"
"13006","30/06/2020",5,0,9,"vulnerabilidad media"
"13007","30/06/2020",10,1,23,"vulnerabilidad baja"
"13008","30/06/2020",148,17,243,"vulnerabilidad baja"
"13009","30/06/2020",15,4,22,"sin vulnerabilidad"
"13010","30/06/2020",59,12,97,"vulnerabilidad baja"
"13011","30/06/2020",4,0,9,"vulnerabilidad media"
"13012","30/06/2020",24,4,42,"sin vulnerabilidad"
"13013","30/06/2020",60,15,113,"vulnerabilidad media"
"13014","30/06/2020",13,1,17,"vulnerabilidad baja"
"13015","30/06/2020",9,4,15,"vulnerabilidad baja"
"13016","30/06/2020",39,10,54,"vulnerabilidad baja"
"13017","30/06/2020",5,0,11,"vulnerabilidad baja"
"13018","30/06/2020",5,1,12,"vulnerabilidad baja"
"13019","30/06/2020",8,1,12,"vulnerabilidad media"
"13020","30/06/2020",0,0,1,"vulnerabilidad baja"
"13021","30/06/2020",41,9,74,"vulnerabilidad baja"
"13022","30/06/2020",22,5,44,"sin vulnerabilidad"
"13023","30/06/2020",20,7,44,"vulnerabilidad media"
